Crossover point,Dimension,Brute Force (milisec),Strassen's (milisec)
450,1024x1024,6660,5621
451,1024x1024,6645,5620
452,1024x1024,6638,5572
453,1024x1024,6851,5758
454,1024x1024,6665,5601
455,1024x1024,6649,5567
456,1024x1024,6673,5568
457,1024x1024,6625,5554
458,1024x1024,6638,5584
459,1024x1024,6614,5575
460,1024x1024,6625,5623
461,1024x1024,6682,5667
462,1024x1024,6674,5569
463,1024x1024,6632,5641
464,1024x1024,6663,5683
465,1024x1024,6684,5640
466,1024x1024,6691,5609
467,1024x1024,6634,5577
468,1024x1024,6667,5655
469,1024x1024,6663,5661
470,1024x1024,6639,5677
471,1024x1024,6790,5582
472,1024x1024,6679,5698
473,1024x1024,6653,5669
474,1024x1024,6982,5715
475,1024x1024,7150,5648
476,1024x1024,6664,5666
477,1024x1024,6641,5702
478,1024x1024,6665,5679
479,1024x1024,6967,5637
480,1024x1024,6639,5616
481,1024x1024,6625,5575
482,1024x1024,6879,5732
483,1024x1024,6773,5565
484,1024x1024,6642,5585
485,1024x1024,6622,5591
486,1024x1024,6664,5577
487,1024x1024,6625,5605
488,1024x1024,6671,5552
489,1024x1024,6626,5614
490,1024x1024,6630,5598
491,1024x1024,6592,5564
492,1024x1024,6605,5595
493,1024x1024,6596,5539
494,1024x1024,6601,5568
495,1024x1024,6664,5563
496,1024x1024,6594,5551
497,1024x1024,6593,5566
498,1024x1024,6586,5575
499,1024x1024,6605,5571
