Crossover point,Dimension,Brute Force (milisec),Strassen's (milisec)
100,512x512,836,658
101,512x512,833,660
102,512x512,832,657
103,512x512,811,661
104,512x512,844,666
105,512x512,822,664
106,512x512,822,665
107,512x512,835,656
108,512x512,835,666
109,512x512,851,665
110,512x512,850,669
111,512x512,847,671
112,512x512,846,668
113,512x512,843,672
114,512x512,847,671
115,512x512,835,673
116,512x512,850,671
117,512x512,850,668
118,512x512,836,673
119,512x512,851,673
120,512x512,851,672
121,512x512,852,674
122,512x512,856,673
123,512x512,853,673
124,512x512,857,673
125,512x512,854,674
126,512x512,854,674
127,512x512,858,675
128,512x512,863,674
129,512x512,856,685
130,512x512,854,683
131,512x512,854,684
132,512x512,854,682
133,512x512,851,683
134,512x512,860,682
135,512x512,856,685
136,512x512,857,680
137,512x512,837,688
138,512x512,1093,685
139,512x512,837,681
140,512x512,850,680
141,512x512,824,1107
142,512x512,917,686
143,512x512,853,698
144,512x512,855,687
145,512x512,858,684
146,512x512,859,683
147,512x512,852,684
148,512x512,852,683
149,512x512,854,683
150,512x512,860,684
151,512x512,854,682
152,512x512,853,682
153,512x512,880,680
154,512x512,857,692
155,512x512,829,682
156,512x512,866,688
157,512x512,851,678
158,512x512,876,678
159,512x512,852,679
160,512x512,853,681
161,512x512,855,684
162,512x512,848,677
163,512x512,845,676
164,512x512,845,682
165,512x512,849,674
166,512x512,849,678
167,512x512,848,683
168,512x512,849,681
169,512x512,845,679
170,512x512,846,745
171,512x512,879,684
172,512x512,853,677
173,512x512,835,684
174,512x512,854,684
175,512x512,853,682
176,512x512,863,686
177,512x512,858,683
178,512x512,854,683
179,512x512,849,683
180,512x512,844,677
181,512x512,821,680
182,512x512,849,680
183,512x512,829,679
184,512x512,835,679
185,512x512,849,681
186,512x512,847,680
187,512x512,847,679
188,512x512,851,680
189,512x512,849,680
190,512x512,846,679
191,512x512,851,679
192,512x512,846,679
193,512x512,851,679
194,512x512,850,679
195,512x512,846,677
196,512x512,846,680
197,512x512,852,679
198,512x512,854,680
199,512x512,846,679
