Crossover point,Dimension,Brute Force (milisec),Strassen's (milisec)
5,511x511,831,4088
6,511x511,811,4080
7,511x511,831,4025
8,511x511,782,4033
9,511x511,818,1722
10,511x511,809,1746
11,511x511,811,1731
12,511x511,832,1746
13,511x511,818,1775
14,511x511,825,1788
15,511x511,835,1779
16,511x511,824,1777
17,511x511,845,992
18,511x511,843,1001
19,511x511,838,988
20,511x511,837,985
21,511x511,836,986
22,511x511,819,986
23,511x511,836,988
24,511x511,817,985
25,511x511,834,1003
26,511x511,837,1003
27,511x511,849,1029
28,511x511,845,1003
29,511x511,848,1001
30,511x511,832,1005
31,511x511,831,1000
32,511x511,845,1001
33,511x511,841,742
34,511x511,819,747
35,511x511,830,742
36,511x511,845,744
37,511x511,842,743
38,511x511,845,743
39,511x511,845,743
40,511x511,850,742
41,511x511,847,742
42,511x511,857,745
43,511x511,826,744
44,511x511,855,763
45,511x511,836,748
46,511x511,846,743
47,511x511,839,743
48,511x511,836,746
49,511x511,854,748
50,511x511,821,749
51,511x511,854,746
52,511x511,859,748
53,511x511,855,750
54,511x511,847,748
55,511x511,858,749
56,511x511,859,749
57,511x511,838,749
58,511x511,850,749
59,511x511,853,749
60,511x511,840,749
61,511x511,849,749
62,511x511,851,748
63,511x511,858,747
64,511x511,852,749
65,511x511,852,678
66,511x511,856,678
67,511x511,847,679
68,511x511,856,678
69,511x511,857,677
70,511x511,856,680
71,511x511,850,674
72,511x511,870,681
73,511x511,839,677
74,511x511,859,679
75,511x511,852,678
76,511x511,842,682
77,511x511,850,678
78,511x511,851,678
79,511x511,853,676
80,511x511,854,676
81,511x511,841,677
82,511x511,838,678
83,511x511,859,678
84,511x511,853,678
85,511x511,847,678
86,511x511,854,678
87,511x511,853,680
88,511x511,849,679
89,511x511,853,678
90,511x511,849,680
91,511x511,848,677
92,511x511,852,681
93,511x511,854,678
94,511x511,856,678
95,511x511,851,677
96,511x511,823,678
97,511x511,856,679
98,511x511,855,679
99,511x511,854,679
100,511x511,844,678
101,511x511,854,677
102,511x511,858,678
103,511x511,854,678
104,511x511,856,678
105,511x511,859,679
106,511x511,841,678
107,511x511,856,677
108,511x511,852,676
109,511x511,854,679
110,511x511,853,678
111,511x511,854,678
112,511x511,856,678
113,511x511,847,678
114,511x511,852,677
115,511x511,840,680
116,511x511,855,678
117,511x511,823,678
118,511x511,855,678
119,511x511,853,680
120,511x511,852,678
121,511x511,856,678
122,511x511,847,678
123,511x511,854,678
124,511x511,853,678
125,511x511,849,679
126,511x511,852,677
127,511x511,842,678
128,511x511,835,678
129,511x511,822,690
130,511x511,857,692
131,511x511,859,688
132,511x511,857,689
133,511x511,852,687
134,511x511,850,688
135,511x511,854,688
136,511x511,858,688
137,511x511,855,688
138,511x511,857,687
139,511x511,854,690
140,511x511,854,690
141,511x511,853,688
142,511x511,858,689
143,511x511,858,689
144,511x511,861,688
145,511x511,853,689
146,511x511,835,689
147,511x511,855,688
148,511x511,850,687
149,511x511,855,688
150,511x511,857,688
151,511x511,859,688
152,511x511,823,695
153,511x511,854,688
154,511x511,840,691
155,511x511,853,688
156,511x511,847,684
157,511x511,820,685
158,511x511,843,683
159,511x511,849,687
160,511x511,855,682
161,511x511,821,688
162,511x511,837,684
163,511x511,846,683
164,511x511,847,689
165,511x511,853,683
166,511x511,853,683
167,511x511,820,689
168,511x511,842,684
169,511x511,818,683
170,511x511,815,682
171,511x511,848,681
172,511x511,843,684
173,511x511,845,689
174,511x511,856,687
175,511x511,857,687
176,511x511,852,687
177,511x511,858,683
178,511x511,852,690
179,511x511,852,683
180,511x511,842,683
181,511x511,849,683
182,511x511,822,691
183,511x511,844,684
184,511x511,847,675
185,511x511,830,677
186,511x511,808,673
187,511x511,835,675
188,511x511,806,678
189,511x511,833,672
190,511x511,842,673
191,511x511,838,675
192,511x511,833,670
193,511x511,837,671
194,511x511,842,680
195,511x511,819,706
196,511x511,842,700
197,511x511,925,800
198,511x511,816,684
199,511x511,852,680
