Crossover point,Dimension,Brute Force (milisec),Strassen's (milisec)
250,1023x1023,6702,4887
251,1023x1023,6663,4867
252,1023x1023,6651,4869
253,1023x1023,6702,4890
254,1023x1023,6688,4889
255,1023x1023,6693,4892
256,1023x1023,6683,4887
257,1023x1023,6670,5682
258,1023x1023,6675,5713
259,1023x1023,6668,5732
260,1023x1023,6663,5743
261,1023x1023,6671,5694
262,1023x1023,6660,5732
263,1023x1023,6655,5649
264,1023x1023,6656,5726
265,1023x1023,6668,5725
266,1023x1023,6654,5725
267,1023x1023,6653,5736
268,1023x1023,6662,5735
269,1023x1023,6656,5723
270,1023x1023,6673,5696
271,1023x1023,6658,5662
272,1023x1023,6716,5687
273,1023x1023,6671,5717
274,1023x1023,6666,5733
275,1023x1023,6673,5711
276,1023x1023,6661,5729
277,1023x1023,6660,5754
278,1023x1023,284758,5721
279,1023x1023,6651,5748
280,1023x1023,6665,5910
281,1023x1023,7024,6214
282,1023x1023,106463,6326
283,1023x1023,6670,5662
284,1023x1023,6673,5606
285,1023x1023,7020,5664
286,1023x1023,6663,5602
287,1023x1023,6649,5626
288,1023x1023,6666,5645
289,1023x1023,6628,5691
290,1023x1023,6638,5627
291,1023x1023,6636,5610
292,1023x1023,6660,5717
293,1023x1023,6701,5661
294,1023x1023,6718,5703
295,1023x1023,6666,5626
296,1023x1023,6615,5466
297,1023x1023,6396,5444
298,1023x1023,6428,5484
299,1023x1023,6393,5450
