Crossover point,Dimension,Brute Force (milisec),Strassen's (milisec)
250,2x2,0,0
251,2x2,0,0
252,2x2,0,0
253,2x2,0,0
254,2x2,0,0
255,2x2,0,0
256,2x2,0,0
257,2x2,0,0
258,2x2,0,0
259,2x2,0,0
260,2x2,0,0
261,2x2,0,0
262,2x2,0,0
263,2x2,0,0
264,2x2,0,0
265,2x2,0,0
266,2x2,0,0
267,2x2,0,0
268,2x2,0,0
269,2x2,0,0
270,2x2,0,0
271,2x2,0,0
272,2x2,0,0
273,2x2,0,0
274,2x2,0,0
275,2x2,0,0
276,2x2,0,0
277,2x2,0,0
278,2x2,0,0
279,2x2,0,0
280,2x2,0,0
281,2x2,0,0
282,2x2,0,0
283,2x2,0,0
284,2x2,0,0
285,2x2,0,0
286,2x2,0,0
287,2x2,0,0
288,2x2,0,0
289,2x2,0,0
290,2x2,0,0
291,2x2,0,0
292,2x2,0,0
293,2x2,0,0
294,2x2,0,0
295,2x2,0,0
296,2x2,0,0
297,2x2,0,0
298,2x2,0,0
299,2x2,0,0
