Crossover point,Dimension,Brute Force (milisec),Strassen's (milisec)
100,1025x1025,7265,5152
101,1025x1025,7186,5133
102,1025x1025,7152,5082
103,1025x1025,6924,5072
104,1025x1025,7166,5165
105,1025x1025,7172,5099
106,1025x1025,7221,5122
107,1025x1025,7202,5087
108,1025x1025,7009,5185
109,1025x1025,7090,5158
110,1025x1025,7207,5290
111,1025x1025,7403,5185
112,1025x1025,7135,5181
113,1025x1025,7285,5126
114,1025x1025,7053,5129
115,1025x1025,7291,5217
116,1025x1025,7271,5154
117,1025x1025,6996,5193
118,1025x1025,7004,5139
119,1025x1025,7005,5130
120,1025x1025,7425,5242
121,1025x1025,7255,5248
122,1025x1025,7257,5257
123,1025x1025,7183,5277
124,1025x1025,7418,5455
125,1025x1025,7384,5216
126,1025x1025,7504,5300
127,1025x1025,7249,5164
128,1025x1025,7077,5187
129,1025x1025,7173,5578
130,1025x1025,7870,5302
131,1025x1025,7236,5158
132,1025x1025,7253,5919
133,1025x1025,8664,5811
134,1025x1025,8438,6102
135,1025x1025,8231,5988
136,1025x1025,8784,5773
137,1025x1025,8135,5599
138,1025x1025,10035,5778
139,1025x1025,8427,5950
140,1025x1025,8182,5761
141,1025x1025,7219,5023
