Crossover point,Dimension,Brute Force (milisec),Strassen's (milisec)
5,1025x1025,6956,168966
6,1025x1025,6755,45914
7,1025x1025,6786,45902
8,1025x1025,6815,45887
9,1025x1025,6792,45892
10,1025x1025,6788,17357
11,1025x1025,6748,17355
12,1025x1025,6770,17345
13,1025x1025,6783,17422
14,1025x1025,6869,17428
15,1025x1025,6873,17404
16,1025x1025,6871,339055
17,1025x1025,6844,17339
18,1025x1025,6833,8684
19,1025x1025,6765,8681
20,1025x1025,6871,8700
21,1025x1025,6840,8658
22,1025x1025,6791,8655
23,1025x1025,6760,8654
24,1025x1025,6761,8653
25,1025x1025,6770,8658
26,1025x1025,6773,8652
27,1025x1025,6759,8660
28,1025x1025,6773,8656
29,1025x1025,6761,8649
30,1025x1025,6760,8653
31,1025x1025,6772,8649
32,1025x1025,6758,8648
33,1025x1025,6761,8653
34,1025x1025,6760,5873
35,1025x1025,6754,5878
36,1025x1025,6770,5888
37,1025x1025,6799,5890
38,1025x1025,6793,5887
39,1025x1025,6793,5884
40,1025x1025,6791,5885
41,1025x1025,6799,5886
42,1025x1025,6855,5910
43,1025x1025,6895,26805
44,1025x1025,8365,5883
45,1025x1025,6792,5884
46,1025x1025,6796,5890
47,1025x1025,22781,7442
48,1025x1025,6797,5885
49,1025x1025,6802,5880
50,1025x1025,6797,968464
51,1025x1025,6872,5927
52,1025x1025,6898,5914
53,1025x1025,6941,5912
54,1025x1025,6871,5906
55,1025x1025,6878,5882
56,1025x1025,6806,5887
57,1025x1025,6787,5879
58,1025x1025,6815,962172
59,1025x1025,6784,5894
60,1025x1025,6810,5888
61,1025x1025,6802,5880
62,1025x1025,963426,5911
63,1025x1025,6956,5886
64,1025x1025,6951,5888
65,1025x1025,6810,5978
66,1025x1025,6801,5033
67,1025x1025,6799,5027
68,1025x1025,6785,5025
69,1025x1025,6775,5038
70,1025x1025,76166,5011
71,1025x1025,6766,5013
72,1025x1025,6773,5019
73,1025x1025,6775,5018
74,1025x1025,1054768,5012
75,1025x1025,6766,5022
76,1025x1025,6758,5029
77,1025x1025,6770,5013
78,1025x1025,6786,5017
79,1025x1025,6769,5014
80,1025x1025,6775,5014
81,1025x1025,6767,5019
82,1025x1025,6773,5015
83,1025x1025,6761,5010
84,1025x1025,6768,5010
85,1025x1025,6757,5027
86,1025x1025,6780,5016
87,1025x1025,6931,5146
88,1025x1025,6759,5014
89,1025x1025,6845,5014
90,1025x1025,7007,5229
91,1025x1025,6765,5004
92,1025x1025,6768,5011
