Crossover point,Dimension,Brute Force (milisec),Strassen's (milisec)
93,1025x1025,7784,5196
94,1025x1025,7409,5567
95,1025x1025,7318,5682
96,1025x1025,7531,5192
97,1025x1025,7319,5488
98,1025x1025,7401,5410
99,1025x1025,7810,5621
100,1025x1025,7497,5684
101,1025x1025,7830,5821
102,1025x1025,7888,5723
103,1025x1025,7787,5641
104,1025x1025,7385,5736
105,1025x1025,7750,5256
106,1025x1025,7792,5538
107,1025x1025,7878,5923
108,1025x1025,7901,5906
109,1025x1025,7478,5568
110,1025x1025,7521,5874
111,1025x1025,7838,6021
112,1025x1025,8093,5904
113,1025x1025,8062,5961
114,1025x1025,7631,5423
115,1025x1025,7898,6111
116,1025x1025,8012,5666
117,1025x1025,7772,5952
118,1025x1025,8184,5624
119,1025x1025,7923,6093
120,1025x1025,8176,6751
121,1025x1025,7599,6117
122,1025x1025,7841,6337
123,1025x1025,8492,6016
124,1025x1025,7762,6480
125,1025x1025,8309,6011
126,1025x1025,7995,6305
127,1025x1025,8469,6219
128,1025x1025,8234,6173
129,1025x1025,8011,6149
130,1025x1025,8230,6109
131,1025x1025,8171,5440
132,1025x1025,8274,5882
133,1025x1025,8490,6165
134,1025x1025,8009,6118
135,1025x1025,7909,5819
136,1025x1025,7862,6207
137,1025x1025,8438,6105
138,1025x1025,8203,6123
139,1025x1025,8401,6087
140,1025x1025,7826,5754
141,1025x1025,7732,5903
142,1025x1025,7639,5642
143,1025x1025,8067,5852
144,1025x1025,8316,6150
145,1025x1025,8059,5728
146,1025x1025,8444,5771
147,1025x1025,8324,6086
148,1025x1025,8549,5840
149,1025x1025,8209,6114
150,1025x1025,8478,5695
151,1025x1025,8460,6077
152,1025x1025,8348,5824
153,1025x1025,8172,5859
154,1025x1025,8060,6156
155,1025x1025,8157,1042309
156,1025x1025,6769,4915
157,1025x1025,6758,4923
158,1025x1025,6769,4928
159,1025x1025,6769,4914
160,1025x1025,6777,953854
161,1025x1025,6812,4919
162,1025x1025,6778,4912
163,1025x1025,6811,4914
164,1025x1025,6769,1034141
165,1025x1025,6992,4988
166,1025x1025,6820,4914
167,1025x1025,6789,4906
168,1025x1025,6765,1037138
169,1025x1025,6806,4912
170,1025x1025,6774,4919
171,1025x1025,6754,4918
172,1025x1025,6761,982172
173,1025x1025,6991,4999
174,1025x1025,6788,4915
175,1025x1025,6897,4918
176,1025x1025,6765,4908
177,1025x1025,6781,4912
178,1025x1025,6762,4906
179,1025x1025,6787,4906
180,1025x1025,911953,4918
181,1025x1025,6769,4922
182,1025x1025,6771,4912
183,1025x1025,6791,4910
184,1025x1025,937086,4912
185,1025x1025,6765,4913
186,1025x1025,6752,4963
187,1025x1025,6762,4914
188,1025x1025,6763,4911
189,1025x1025,6757,4918
190,1025x1025,6766,4910
191,1025x1025,6757,998749
192,1025x1025,6778,4973
193,1025x1025,6765,4950
194,1025x1025,6882,4922
195,1025x1025,6768,998187
196,1025x1025,6772,4910
197,1025x1025,6759,4913
198,1025x1025,6750,4911
199,1025x1025,6769,129586
200,1025x1025,6749,4913
201,1025x1025,6758,4913
202,1025x1025,6771,4923
203,1025x1025,924623,4976
204,1025x1025,6885,4969
205,1025x1025,7023,5011
206,1025x1025,7076,4987
207,1025x1025,6855,4929
208,1025x1025,6815,4930
209,1025x1025,6841,4937
210,1025x1025,6857,4944
211,1025x1025,6862,4938
212,1025x1025,6856,4942
213,1025x1025,6836,4945
214,1025x1025,6852,4934
215,1025x1025,6830,4948
216,1025x1025,6840,4934
217,1025x1025,6821,4936
218,1025x1025,6846,4948
219,1025x1025,6874,4964
220,1025x1025,6895,4935
221,1025x1025,6848,4942
222,1025x1025,952018,4926
223,1025x1025,6773,4915
224,1025x1025,6771,4906
225,1025x1025,6760,4915
226,1025x1025,6768,4907
227,1025x1025,6768,4916
228,1025x1025,6768,4914
229,1025x1025,6759,1008018
230,1025x1025,6806,5011
231,1025x1025,6822,4926
232,1025x1025,6891,4917
233,1025x1025,6772,697905
234,1025x1025,7872,4973
235,1025x1025,6770,4912
236,1025x1025,6774,4923
237,1025x1025,6774,4927
238,1025x1025,6754,4922
239,1025x1025,6764,4913
240,1025x1025,6771,4912
241,1025x1025,6774,4922
242,1025x1025,6762,4924
243,1025x1025,6905,5182
244,1025x1025,6791,4918
245,1025x1025,6779,4908
246,1025x1025,6774,4912
247,1025x1025,6775,4912
248,1025x1025,6778,4913
249,1025x1025,6768,4908
250,1025x1025,6769,4925
251,1025x1025,6762,4917
252,1025x1025,6769,4915
253,1025x1025,6769,4918
254,1025x1025,6762,4950
255,1025x1025,6776,4916
256,1025x1025,6771,4918
257,1025x1025,6773,4912
258,1025x1025,6781,5328
259,1025x1025,6760,5328
260,1025x1025,1049026,5328
261,1025x1025,6778,5329
262,1025x1025,6786,5325
263,1025x1025,6767,5325
264,1025x1025,710188,5332
265,1025x1025,6792,5483
266,1025x1025,6999,5342
267,1025x1025,6770,5335
268,1025x1025,6875,5333
269,1025x1025,6779,1052722
270,1025x1025,6812,5329
271,1025x1025,6769,5328
272,1025x1025,6771,5329
273,1025x1025,6767,950569
274,1025x1025,6953,5413
275,1025x1025,6764,5339
276,1025x1025,6769,5323
277,1025x1025,6783,46579
278,1025x1025,6773,5327
279,1025x1025,6774,5331
280,1025x1025,6768,5327
281,1025x1025,993205,5348
282,1025x1025,6766,5327
283,1025x1025,6766,5330
284,1025x1025,6797,5331
285,1025x1025,917208,5361
286,1025x1025,6967,5330
287,1025x1025,6935,5352
288,1025x1025,6800,5384
289,1025x1025,6793,5328
290,1025x1025,151077,5352
291,1025x1025,6756,5324
292,1025x1025,6760,5342
293,1025x1025,6775,5327
294,1025x1025,694395,5328
295,1025x1025,6764,5347
296,1025x1025,6777,5326
297,1025x1025,6762,5325
298,1025x1025,510501,5328
299,1025x1025,6770,5327
300,1025x1025,6772,5328
301,1025x1025,6766,1080059
302,1025x1025,6882,5330
303,1025x1025,6803,5334
304,1025x1025,6764,5326
305,1025x1025,6765,63035
306,1025x1025,6779,5330
307,1025x1025,6797,5332
308,1025x1025,6900,5335
309,1025x1025,6760,326167
310,1025x1025,8343,5350
311,1025x1025,6800,5327
312,1025x1025,6783,5548
313,1025x1025,6834,5384
314,1025x1025,7037,5345
315,1025x1025,6916,5367
316,1025x1025,6826,5346
317,1025x1025,6941,5353
